wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run c2mc7zxw
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_093524-c2mc7zxw
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run nlp-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/c2mc7zxw
Track: nlp
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 2,621,440
  value_embeds            : 7,864,320
  lm_head                 : 2,621,440
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 21,709,292
Estimated FLOPs per token: 9.879840e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010832 | lrm: 1.00 | dt: 3078ms | tok/sec: 21,291 | mfu: 1.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.107068 | lrm: 1.00 | dt: 1119ms | tok/sec: 58,569 | mfu: 4.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.941732 | lrm: 1.00 | dt: 231ms | tok/sec: 284,141 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.699428 | lrm: 1.00 | dt: 231ms | tok/sec: 284,195 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.381448 | lrm: 1.00 | dt: 231ms | tok/sec: 284,127 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.092753 | lrm: 1.00 | dt: 231ms | tok/sec: 284,159 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.842661 | lrm: 1.00 | dt: 231ms | tok/sec: 283,977 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.618115 | lrm: 1.00 | dt: 231ms | tok/sec: 284,202 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.422807 | lrm: 1.00 | dt: 231ms | tok/sec: 283,954 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.252739 | lrm: 1.00 | dt: 231ms | tok/sec: 283,910 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.100643 | lrm: 1.00 | dt: 231ms | tok/sec: 284,256 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.967200 | lrm: 1.00 | dt: 231ms | tok/sec: 284,011 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.847651 | lrm: 1.00 | dt: 231ms | tok/sec: 283,905 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 6.743029 | lrm: 1.00 | dt: 231ms | tok/sec: 283,821 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.641575 | lrm: 1.00 | dt: 231ms | tok/sec: 284,036 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.553241 | lrm: 1.00 | dt: 230ms | tok/sec: 284,459 | mfu: 22.5% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 6.472402 | lrm: 1.00 | dt: 231ms | tok/sec: 284,286 | mfu: 22.5% | epoch: 1 | remaining: 299s    
step 00017 (0.5%) | loss: 6.398868 | lrm: 1.00 | dt: 230ms | tok/sec: 284,391 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00018 (0.5%) | loss: 6.334424 | lrm: 1.00 | dt: 230ms | tok/sec: 284,609 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00019 (0.6%) | loss: 6.270594 | lrm: 1.00 | dt: 230ms | tok/sec: 284,542 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00020 (0.7%) | loss: 6.213929 | lrm: 1.00 | dt: 230ms | tok/sec: 284,595 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00021 (0.8%) | loss: 6.159088 | lrm: 1.00 | dt: 230ms | tok/sec: 284,465 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00022 (0.8%) | loss: 6.107902 | lrm: 1.00 | dt: 230ms | tok/sec: 284,394 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00023 (0.9%) | loss: 6.059603 | lrm: 1.00 | dt: 230ms | tok/sec: 284,704 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00024 (1.0%) | loss: 6.020226 | lrm: 1.00 | dt: 230ms | tok/sec: 284,510 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00280 (20.7%) | loss: 3.857252 | lrm: 1.00 | dt: 230ms | tok/sec: 284,409 | mfu: 22.5% | epoch: 1 | remaining: 238s    
step 00281 (20.7%) | loss: 3.854995 | lrm: 1.00 | dt: 230ms | tok/sec: 284,605 | mfu: 22.5% | epoch: 1 | remaining: 238s    
step 00282 (20.8%) | loss: 3.855829 | lrm: 1.00 | dt: 230ms | tok/sec: 284,376 | mfu: 22.5% | epoch: 1 | remaining: 237s    
step 00283 (20.9%) | loss: 3.855947 | lrm: 1.00 | dt: 231ms | tok/sec: 284,288 | mfu: 22.5% | epoch: 1 | remaining: 237s    
step 00284 (21.0%) | loss: 3.853472 | lrm: 1.00 | dt: 230ms | tok/sec: 284,454 | mfu: 22.5% | epoch: 1 | remaining: 237s    
step 00285 (21.0%) | loss: 3.856561 | lrm: 1.00 | dt: 231ms | tok/sec: 284,309 | mfu: 22.5% | epoch: 1 | remaining: 237s    
step 00286 (21.1%) | loss: 3.854334 | lrm: 1.00 | dt: 231ms | tok/sec: 284,314 | mfu: 22.5% | epoch: 1 | remaining: 236s    
step 00287 (21.2%) | loss: 3.855974 | lrm: 1.00 | dt: 230ms | tok/sec: 284,446 | mfu: 22.5% | epoch: 1 | remaining: 236s    
step 00288 (21.3%) | loss: 3.857197 | lrm: 1.00 | dt: 230ms | tok/sec: 284,456 | mfu: 22.5% | epoch: 1 | remaining: 236s    
step 00289 (21.4%) | loss: 3.854576 | lrm: 1.00 | dt: 231ms | tok/sec: 284,181 | mfu: 22.5% | epoch: 1 | remaining: 236s    
step 00290 (21.4%) | loss: 3.851114 | lrm: 1.00 | dt: 230ms | tok/sec: 284,323 | mfu: 22.5% | epoch: 1 | remaining: 235s    
step 00291 (21.5%) | loss: 3.859179 | lrm: 1.00 | dt: 230ms | tok/sec: 284,580 | mfu: 22.5% | epoch: 1 | remaining: 235s    
step 00292 (21.6%) | loss: 3.857887 | lrm: 1.00 | dt: 231ms | tok/sec: 284,238 | mfu: 22.5% | epoch: 1 | remaining: 235s    
step 00293 (21.7%) | loss: 3.860423 | lrm: 1.00 | dt: 230ms | tok/sec: 284,487 | mfu: 22.5% | epoch: 1 | remaining: 235s    
step 00294 (21.7%) | loss: 3.853997 | lrm: 1.00 | dt: 231ms | tok/sec: 284,256 | mfu: 22.5% | epoch: 1 | remaining: 235s    
step 00295 (21.8%) | loss: 3.846062 | lrm: 1.00 | dt: 230ms | tok/sec: 284,347 | mfu: 22.5% | epoch: 1 | remaining: 234s    
step 00296 (21.9%) | loss: 3.858253 | lrm: 1.00 | dt: 231ms | tok/sec: 284,272 | mfu: 22.5% | epoch: 1 | remaining: 234s    
step 00297 (22.0%) | loss: 3.852965 | lrm: 1.00 | dt: 230ms | tok/sec: 284,386 | mfu: 22.5% | epoch: 1 | remaining: 234s    
step 00298 (22.0%) | loss: 3.855205 | lrm: 1.00 | dt: 230ms | tok/sec: 284,484 | mfu: 22.5% | epoch: 1 | remaining: 234s    
step 00299 (22.1%) | loss: 3.847820 | lrm: 1.00 | dt: 231ms | tok/sec: 284,218 | mfu: 22.5% | epoch: 1 | remaining: 233s    
step 00300 (22.2%) | loss: 3.835684 | lrm: 1.00 | dt: 231ms | tok/sec: 284,212 | mfu: 22.5% | epoch: 1 | remaining: 233s    
step 00301 (22.3%) | loss: 3.846115 | lrm: 1.00 | dt: 231ms | tok/sec: 284,146 | mfu: 22.5% | epoch: 1 | remaining: 233s    
step 00302 (22.4%) | loss: 3.845170 | lrm: 1.00 | dt: 231ms | tok/sec: 284,298 | mfu: 22.5% | epoch: 1 | remaining: 233s    
step 00303 (22.4%) | loss: 3.844562 | lrm: 1.00 | dt: 230ms | tok/sec: 284,378 | mfu: 22.5% | epoch: 1 | remaining: 232s    
step 00304 (22.5%) | loss: 3.842289 | lrm: 1.00 | dt: 231ms | tok/sec: 284,137 | mfu: 22.5% | epoch: 1 | remaining: 232s    
step 00305 (22.6%) | loss: 3.837330 | lrm: 1.00 | dt: 230ms | tok/sec: 284,478 | mfu: 22.5% | epoch: 1 | remaining: 232s    
step 00306 (22.7%) | loss: 3.832699 | lrm: 1.00 | dt: 230ms | tok/sec: 284,396 | mfu: 22.5% | epoch: 1 | remaining: 232s    
step 00307 (22.7%) | loss: 3.836124 | lrm: 1.00 | dt: 230ms | tok/sec: 284,556 | mfu: 22.5% | epoch: 1 | remaining: 232s    
step 00308 (22.8%) | loss: 3.841289 | lrm: 1.00 | dt: 231ms | tok/sec: 284,223 | mfu: 22.5% | epoch: 1 | remaining: 231s    
step 00309 (22.9%) | loss: 3.833662 | lrm: 1.00 | dt: 231ms | tok/sec: 284,177 | mfu: 22.5% | epoch: 1 | remaining: 231s    
step 00310 (23.0%) | loss: 3.835027 | lrm: 1.00 | dt: 230ms | tok/sec: 284,394 | mfu: 22.5% | epoch: 1 | remaining: 231s    
step 00311 (23.0%) | loss: 3.834974 | lrm: 1.00 | dt: 230ms | tok/sec: 284,589 | mfu: 22.5% | epoch: 1 | remaining: 231s    
step 00312 (23.1%) | loss: 3.830123 | lrm: 1.00 | dt: 231ms | tok/sec: 284,011 | mfu: 22.4% | epoch: 1 | remaining: 230s    
step 00313 (23.2%) | loss: 3.834313 | lrm: 1.00 | dt: 230ms | tok/sec: 284,329 | mfu: 22.5% | epoch: 1 | remaining: 230s    
step 00314 (23.3%) | loss: 3.837422 | lrm: 1.00 | dt: 231ms | tok/sec: 284,303 | mfu: 22.5% | epoch: 1 | remaining: 230s    
step 00315 (23.4%) | loss: 3.844100 | lrm: 1.00 | dt: 230ms | tok/sec: 284,590 | mfu: 22.5% | epoch: 1 | remaining: 230s    
step 00316 (23.4%) | loss: 3.846616 | lrm: 1.00 | dt: 231ms | tok/sec: 284,121 | mfu: 22.5% | epoch: 1 | remaining: 229s    
step 00317 (23.5%) | loss: 3.843153 | lrm: 1.00 | dt: 231ms | tok/sec: 284,179 | mfu: 22.5% | epoch: 1 | remaining: 229s    
step 00318 (23.6%) | loss: 3.847153 | lrm: 1.00 | dt: 231ms | tok/sec: 284,281 | mfu: 22.5% | epoch: 1 | remaining: 229s    
step 00319 (23.7%) | loss: 3.843004 | lrm: 1.00 | dt: 230ms | tok/sec: 284,327 | mfu: 22.5% | epoch: 1 | remaining: 229s    
step 00320 (23.7%) | loss: 3.831490 | lrm: 1.00 | dt: 231ms | tok/sec: 284,210 | mfu: 22.5% | epoch: 1 | remaining: 229s    
step 00321 (23.8%) | loss: 3.828100 | lrm: 1.00 | dt: 231ms | tok/sec: 284,241 | mfu: 22.5% | epoch: 1 | remaining: 228s    
step 00322 (23.9%) | loss: 3.825272 | lrm: 1.00 | dt: 231ms | tok/sec: 284,283 | mfu: 22.5% | epoch: 1 | remaining: 228s    
step 00323 (24.0%) | loss: 3.817359 | lrm: 1.00 | dt: 231ms | tok/sec: 284,172 | mfu: 22.5% | epoch: 1 | remaining: 228s    
step 00324 (24.0%) | loss: 3.805759 | lrm: 1.00 | dt: 231ms | tok/sec: 284,301 | mfu: 22.5% | epoch: 1 | remaining: 228s    
step 00325 (24.1%) | loss: 3.802800 | lrm: 1.00 | dt: 231ms | tok/sec: 284,268 | mfu: 22.5% | epoch: 1 | remaining: 227s    
step 00326 (24.2%) | loss: 3.798699 | lrm: 1.00 | dt: 231ms | tok/sec: 284,173 | mfu: 22.5% | epoch: 1 | remaining: 227s    
step 00327 (24.3%) | loss: 3.801560 | lrm: 1.00 | dt: 230ms | tok/sec: 284,469 | mfu: 22.5% | epoch: 1 | remaining: 227s    
step 00328 (24.4%) | loss: 3.793634 | lrm: 1.00 | dt: 231ms | tok/sec: 284,318 | mfu: 22.5% | epoch: 1 | remaining: 227s    
step 00329 (24.4%) | loss: 3.791052 | lrm: 1.00 | dt: 231ms | tok/sec: 284,193 | mfu: 22.5% | epoch: 1 | remaining: 226s    
step 00330 (24.5%) | loss: 3.787053 | lrm: 1.00 | dt: 231ms | tok/sec: 284,219 | mfu: 22.5% | epoch: 1 | remaining: 226s    
step 00331 (24.6%) | loss: 3.780781 | lrm: 1.00 | dt: 230ms | tok/sec: 284,614 | mfu: 22.5% | epoch: 1 | remaining: 226s    
step 00332 (24.7%) | loss: 3.784527 | lrm: 1.00 | dt: 231ms | tok/sec: 284,234 | mfu: 22.5% | epoch: 1 | remaining: 226s    
step 00333 (24.7%) | loss: 3.773701 | lrm: 1.00 | dt: 231ms | tok/sec: 284,092 | mfu: 22.5% | epoch: 1 | remaining: 226s    
step 00334 (24.8%) | loss: 3.778750 | lrm: 1.00 | dt: 231ms | tok/sec: 284,241 | mfu: 22.5% | epoch: 1 | remaining: 225s    
step 00335 (24.9%) | loss: 3.774430 | lrm: 1.00 | dt: 231ms | tok/sec: 284,282 | mfu: 22.5% | epoch: 1 | remaining: 225s    
step 00336 (25.0%) | loss: 3.783365 | lrm: 1.00 | dt: 231ms | tok/sec: 284,113 | mfu: 22.5% | epoch: 1 | remaining: 225s    
step 00337 (25.0%) | loss: 3.790044 | lrm: 1.00 | dt: 231ms | tok/sec: 284,184 | mfu: 22.5% | epoch: 1 | remaining: 225s    
step 00338 (25.1%) | loss: 3.780985 | lrm: 1.00 | dt: 231ms | tok/sec: 284,316 | mfu: 22.5% | epoch: 1 | remaining: 224s    
step 00339 (25.2%) | loss: 3.776732 | lrm: 1.00 | dt: 231ms | tok/sec: 284,254 | mfu: 22.5% | epoch: 1 | remaining: 224s    
step 00340 (25.3%) | loss: 3.781226 | lrm: 1.00 | dt: 230ms | tok/sec: 284,395 | mfu: 22.5% | epoch: 1 | remaining: 224s    
step 00341 (25.3%) | loss: 3.775430 | lrm: 1.00 | dt: 231ms | tok/sec: 284,184 | mfu: 22.5% | epoch: 1 | remaining: 224s    
step 00342 (25.4%) | loss: 3.777482 | lrm: 1.00 | dt: 230ms | tok/sec: 284,522 | mfu: 22.5% | epoch: 1 | remaining: 223s    
step 00343 (25.5%) | loss: 3.780686 | lrm: 1.00 | dt: 231ms | tok/sec: 284,097 | mfu: 22.5% | epoch: 1 | remaining: 223s    
step 00344 (25.6%) | loss: 3.777601 | lrm: 1.00 | dt: 230ms | tok/sec: 284,477 | mfu: 22.5% | epoch: 1 | remaining: 223s    
step 00345 (25.7%) | loss: 3.774787 | lrm: 1.00 | dt: 230ms | tok/sec: 284,537 | mfu: 22.5% | epoch: 1 | remaining: 223s    
step 00346 (25.7%) | loss: 3.775347 | lrm: 1.00 | dt: 230ms | tok/sec: 284,551 | mfu: 22.5% | epoch: 1 | remaining: 223s    
step 00347 (25.8%) | loss: 3.778100 | lrm: 1.00 | dt: 230ms | tok/sec: 284,401 | mfu: 22.5% | epoch: 1 | remaining: 222s    
step 00348 (25.9%) | loss: 3.766976 | lrm: 1.00 | dt: 230ms | tok/sec: 284,403 | mfu: 22.5% | epoch: 1 | remaining: 222s    
step 00349 (26.0%) | loss: 3.765992 | lrm: 1.00 | dt: 231ms | tok/sec: 284,291 | mfu: 22.5% | epoch: 1 | remaining: 222s    
step 00350 (26.0%) | loss: 3.776313 | lrm: 1.00 | dt: 230ms | tok/sec: 284,349 | mfu: 22.5% | epoch: 1 | remaining: 222s    
step 00351 (26.1%) | loss: 3.774242 | lrm: 1.00 | dt: 231ms | tok/sec: 284,264 | mfu: 22.5% | epoch: 1 | remaining: 221s    
step 00352 (26.2%) | loss: 3.769883 | lrm: 1.00 | dt: 231ms | tok/sec: 284,201 | mfu: 22.5% | epoch: 1 | remaining: 221s    
step 00353 (26.3%) | loss: 3.779161 | lrm: 1.00 | dt: 231ms | tok/sec: 284,094 | mfu: 22.5% | epoch: 1 | remaining: 221s    
step 00354 (26.3%) | loss: 3.752898 | lrm: 1.00 | dt: 230ms | tok/sec: 284,353 | mfu: 22.5% | epoch: 1 | remaining: 221s    
step 00355 (26.4%) | loss: 3.750945 | lrm: 1.00 | dt: 230ms | tok/sec: 284,371 | mfu: 22.5% | epoch: 1 | remaining: 220s    
step 00356 (26.5%) | loss: 3.755066 | lrm: 1.00 | dt: 230ms | tok/sec: 284,374 | mfu: 22.5% | epoch: 1 | remaining: 220s    
step 00357 (26.6%) | loss: 3.757446 | lrm: 1.00 | dt: 231ms | tok/sec: 284,251 | mfu: 22.5% | epoch: 1 | remaining: 220s    
step 00358 (26.7%) | loss: 3.756227 | lrm: 1.00 | dt: 230ms | tok/sec: 284,343 | mfu: 22.5% | epoch: 1 | remaining: 220s    
step 00359 (26.7%) | loss: 3.752396 | lrm: 1.00 | dt: 231ms | tok/sec: 284,213 | mfu: 22.5% | epoch: 1 | remaining: 220s    
step 00360 (26.8%) | loss: 3.745349 | lrm: 1.00 | dt: 231ms | tok/sec: 284,279 | mfu: 22.5% | epoch: 1 | remaining: 219s    
step 00361 (26.9%) | loss: 3.745727 | lrm: 1.00 | dt: 231ms | tok/sec: 284,273 | mfu: 22.5% | epoch: 1 | remaining: 219s    
step 00362 (27.0%) | loss: 3.748955 | lrm: 1.00 | dt: 231ms | tok/sec: 284,289 | mfu: 22.5% | epoch: 1 | remaining: 219s    
step 00363 (27.0%) | loss: 3.746408 | lrm: 1.00 | dt: 230ms | tok/sec: 284,448 | mfu: 22.5% | epoch: 1 | remaining: 219s    
step 00364 (27.1%) | loss: 3.749234 | lrm: 1.00 | dt: 231ms | tok/sec: 284,157 | mfu: 22.5% | epoch: 1 | remaining: 218s    
step 00365 (27.2%) | loss: 3.740821 | lrm: 1.00 | dt: 230ms | tok/sec: 284,423 | mfu: 22.5% | epoch: 1 | remaining: 218s    
step 00366 (27.3%) | loss: 3.740863 | lrm: 1.00 | dt: 231ms | tok/sec: 284,296 | mfu: 22.5% | epoch: 1 | remaining: 218s    
step 00367 (27.3%) | loss: 3.752739 | lrm: 1.00 | dt: 230ms | tok/sec: 284,366 | mfu: 22.5% | epoch: 1 | remaining: 218s    
step 00368 (27.4%) | loss: 3.752680 | lrm: 1.00 | dt: 231ms | tok/sec: 284,209 | mfu: 22.5% | epoch: 1 | remaining: 217s    
step 00369 (27.5%) | loss: 3.740030 | lrm: 1.00 | dt: 230ms | tok/sec: 284,414 | mfu: 22.5% | epoch: 1 | remaining: 217s    
step 00370 (27.6%) | loss: 3.732974 | lrm: 1.00 | dt: 230ms | tok/sec: 284,451 | mfu: 22.5% | epoch: 1 | remaining: 217s    
step 00371 (27.7%) | loss: 3.732740 | lrm: 1.00 | dt: 230ms | tok/sec: 284,327 | mfu: 22.5% | epoch: 1 | remaining: 217s    
step 00372 (27.7%) | loss: 3.732778 | lrm: 1.00 | dt: 230ms | tok/sec: 284,394 | mfu: 22.5% | epoch: 1 | remaining: 217s    
step 00373 (27.8%) | loss: 3.741609 | lrm: 1.00 | dt: 230ms | tok/sec: 284,401 | mfu: 22.5% | epoch: 1 | remaining: 216s    
step 00374 (27.9%) | loss: 3.740019 | lrm: 1.00 | dt: 230ms | tok/sec: 284,455 | mfu: 22.5% | epoch: 1 | remaining: 216s    
step 00375 (28.0%) | loss: 3.737080 | lrm: 1.00 | dt: 230ms | tok/sec: 284,581 | mfu: 22.5% | epoch: 1 | remaining: 216s    
step 00376 (28.0%) | loss: 3.729131 | lrm: 1.00 | dt: 230ms | tok/sec: 284,389 | mfu: 22.5% | epoch: 1 | remaining: 216s    
step 00377 (28.1%) | loss: 3.724641 | lrm: 1.00 | dt: 230ms | tok/sec: 284,397 | mfu: 22.5% | epoch: 1 | remaining: 215s    
step 00378 (28.2%) | loss: 3.721895 | lrm: 1.00 | dt: 231ms | tok/sec: 284,219 | mfu: 22.5% | epoch: 1 | remaining: 215s    
step 00379 (28.3%) | loss: 3.725424 | lrm: 1.00 | dt: 231ms | tok/sec: 284,301 | mfu: 22.5% | epoch: 1 | remaining: 215s    
step 00380 (28.3%) | loss: 3.718214 | lrm: 1.00 | dt: 230ms | tok/sec: 284,402 | mfu: 22.5% | epoch: 1 | remaining: 215s    
step 00381 (28.4%) | loss: 3.703661 | lrm: 1.00 | dt: 231ms | tok/sec: 284,080 | mfu: 22.5% | epoch: 1 | remaining: 215s    
step 00382 (28.5%) | loss: 3.694805 | lrm: 1.00 | dt: 231ms | tok/sec: 284,236 | mfu: 22.5% | epoch: 1 | remaining: 214s    
step 00383 (28.6%) | loss: 3.688664 | lrm: 1.00 | dt: 230ms | tok/sec: 284,325 | mfu: 22.5% | epoch: 1 | remaining: 214s    
step 00384 (28.7%) | loss: 3.690380 | lrm: 1.00 | dt: 230ms | tok/sec: 284,326 | mfu: 22.5% | epoch: 1 | remaining: 214s    
step 00385 (28.7%) | loss: 3.691222 | lrm: 1.00 | dt: 230ms | tok/sec: 284,381 | mfu: 22.5% | epoch: 1 | remaining: 214s    
step 00386 (28.8%) | loss: 3.691945 | lrm: 1.00 | dt: 230ms | tok/sec: 284,363 | mfu: 22.5% | epoch: 1 | remaining: 213s    
step 00387 (28.9%) | loss: 3.685304 | lrm: 1.00 | dt: 231ms | tok/sec: 284,307 | mfu: 22.5% | epoch: 1 | remaining: 213s    
step 00388 (29.0%) | loss: 3.686263 | lrm: 1.00 | dt: 231ms | tok/sec: 284,314 | mfu: 22.5% | epoch: 1 | remaining: 213s    
step 00389 (29.0%) | loss: 3.692257 | lrm: 1.00 | dt: 230ms | tok/sec: 284,392 | mfu: 22.5% | epoch: 1 | remaining: 213s    
step 00390 (29.1%) | loss: 3.697962 | lrm: 1.00 | dt: 231ms | tok/sec: 284,149 | mfu: 22.5% | epoch: 1 | remaining: 212s    
step 00391 (29.2%) | loss: 3.708153 | lrm: 1.00 | dt: 231ms | tok/sec: 284,279 | mfu: 22.5% | epoch: 1 | remaining: 212s    
step 00392 (29.3%) | loss: 3.707921 | lrm: 1.00 | dt: 230ms | tok/sec: 284,584 | mfu: 22.5% | epoch: 1 | remaining: 212s    
step 00393 (29.3%) | loss: 3.716452 | lrm: 1.00 | dt: 231ms | tok/sec: 284,163 | mfu: 22.5% | epoch: 1 | remaining: 212s    
step 00394 (29.4%) | loss: 3.717551 | lrm: 1.00 | dt: 230ms | tok/sec: 284,480 | mfu: 22.5% | epoch: 1 | remaining: 212s    
step 00395 (29.5%) | loss: 3.712072 | lrm: 1.00 | dt: 230ms | tok/sec: 284,485 | mfu: 22.5% | epoch: 1 | remaining: 211s    
step 00396 (29.6%) | loss: 3.710312 | lrm: 1.00 | dt: 230ms | tok/sec: 284,414 | mfu: 22.5% | epoch: 1 | remaining: 211s    
step 00397 (29.7%) | loss: 3.717379 | lrm: 1.00 | dt: 230ms | tok/sec: 284,374 | mfu: 22.5% | epoch: 1 | remaining: 211s    
step 00398 (29.7%) | loss: 3.711700 | lrm: 1.00 | dt: 230ms | tok/sec: 284,342 | mfu: 22.5% | epoch: 1 | remaining: 211s    
step 00399 (29.8%) | loss: 3.703588 | lrm: 1.00 | dt: 230ms | tok/sec: 284,484 | mfu: 22.5% | epoch: 1 | remaining: 210s    
step 00400 (29.9%) | loss: 3.702087 | lrm: 1.00 | dt: 231ms | tok/sec: 284,296 | mfu: 22.5% | epoch: 1 | remaining: 210s    
step 00401 (30.0%) | loss: 3.697191 | lrm: 1.00 | dt: 230ms | tok/sec: 284,481 | mfu: 22.5% | epoch: 1 | remaining: 210s    
step 00402 (30.0%) | loss: 3.695123 | lrm: 1.00 | dt: 230ms | tok/sec: 284,343 | mfu: 22.5% | epoch: 1 | remaining: 210s    
step 00403 (30.1%) | loss: 3.698977 | lrm: 1.00 | dt: 230ms | tok/sec: 284,600 | mfu: 22.5% | epoch: 1 | remaining: 209s    
step 00404 (30.2%) | loss: 3.695025 | lrm: 1.00 | dt: 230ms | tok/sec: 284,384 | mfu: 22.5% | epoch: 1 | remaining: 209s    
step 00405 (30.3%) | loss: 3.687153 | lrm: 1.00 | dt: 231ms | tok/sec: 284,307 | mfu: 22.5% | epoch: 1 | remaining: 209s    
step 00406 (30.3%) | loss: 3.686045 | lrm: 1.00 | dt: 231ms | tok/sec: 284,144 | mfu: 22.5% | epoch: 1 | remaining: 209s    
step 00407 (30.4%) | loss: 3.689517 | lrm: 1.00 | dt: 231ms | tok/sec: 284,260 | mfu: 22.5% | epoch: 1 | remaining: 209s    
step 00408 (30.5%) | loss: 3.679197 | lrm: 1.00 | dt: 230ms | tok/sec: 284,337 | mfu: 22.5% | epoch: 1 | remaining: 208s    
step 00409 (30.6%) | loss: 3.681406 | lrm: 1.00 | dt: 230ms | tok/sec: 284,337 | mfu: 22.5% | epoch: 1 | remaining: 208s    
step 00410 (30.7%) | loss: 3.683089 | lrm: 1.00 | dt: 231ms | tok/sec: 284,232 | mfu: 22.5% | epoch: 1 | remaining: 208s    
step 00411 (30.7%) | loss: 3.684471 | lrm: 1.00 | dt: 231ms | tok/sec: 284,272 | mfu: 22.5% | epoch: 1 | remaining: 208s    
step 00412 (30.8%) | loss: 3.688862 | lrm: 1.00 | dt: 230ms | tok/sec: 284,517 | mfu: 22.5% | epoch: 1 | remaining: 207s    
step 00413 (30.9%) | loss: 3.683172 | lrm: 1.00 | dt: 231ms | tok/sec: 284,196 | mfu: 22.5% | epoch: 1 | remaining: 207s    
step 00414 (31.0%) | loss: 3.682008 | lrm: 1.00 | dt: 231ms | tok/sec: 284,317 | mfu: 22.5% | epoch: 1 | remaining: 207s    
step 00415 (31.0%) | loss: 3.689474 | lrm: 1.00 | dt: 230ms | tok/sec: 284,345 | mfu: 22.5% | epoch: 1 | remaining: 207s    
step 00416 (31.1%) | loss: 3.687359 | lrm: 1.00 | dt: 231ms | tok/sec: 284,207 | mfu: 22.5% | epoch: 1 | remaining: 206s    
step 00417 (31.2%) | loss: 3.690757 | lrm: 1.00 | dt: 230ms | tok/sec: 284,502 | mfu: 22.5% | epoch: 1 | remaining: 206s    
step 00418 (31.3%) | loss: 3.690716 | lrm: 1.00 | dt: 231ms | tok/sec: 284,194 | mfu: 22.5% | epoch: 1 | remaining: 206s    
step 00419 (31.3%) | loss: 3.683199 | lrm: 1.00 | dt: 230ms | tok/sec: 284,355 | mfu: 22.5% | epoch: 1 | remaining: 206s    
step 00420 (31.4%) | loss: 3.671723 | lrm: 1.00 | dt: 231ms | tok/sec: 284,304 | mfu: 22.5% | epoch: 1 | remaining: 206s    
step 00421 (31.5%) | loss: 3.673229 | lrm: 1.00 | dt: 231ms | tok/sec: 284,199 | mfu: 22.5% | epoch: 1 | remaining: 205s    
step 00422 (31.6%) | loss: 3.681044 | lrm: 1.00 | dt: 231ms | tok/sec: 284,283 | mfu: 22.5% | epoch: 1 | remaining: 205s    
step 00423 (31.6%) | loss: 3.675767 | lrm: 1.00 | dt: 230ms | tok/sec: 284,432 | mfu: 22.5% | epoch: 1 | remaining: 205s    
