wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run b0cep5x7
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_093000-b0cep5x7
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run protein-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/b0cep5x7
Track: protein
Vocab size: 24
Model config: {'sequence_len': 512, 'vocab_size': 24, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 7,680
  value_embeds            : 23,040
  lm_head                 : 7,680
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 8,640,492
Estimated FLOPs per token: 5.952288e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 3.177444 | lrm: 1.00 | dt: 3007ms | tok/sec: 21,792 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 01096 (49.1%) | loss: 2.770789 | lrm: 1.00 | dt: 136ms | tok/sec: 482,109 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01097 (49.2%) | loss: 2.770863 | lrm: 1.00 | dt: 136ms | tok/sec: 482,722 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01098 (49.2%) | loss: 2.772657 | lrm: 1.00 | dt: 136ms | tok/sec: 482,181 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01099 (49.3%) | loss: 2.771735 | lrm: 1.00 | dt: 136ms | tok/sec: 482,899 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01100 (49.3%) | loss: 2.771763 | lrm: 1.00 | dt: 136ms | tok/sec: 482,010 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01101 (49.4%) | loss: 2.771641 | lrm: 1.00 | dt: 136ms | tok/sec: 482,688 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01102 (49.4%) | loss: 2.773559 | lrm: 1.00 | dt: 136ms | tok/sec: 482,344 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01103 (49.4%) | loss: 2.773062 | lrm: 1.00 | dt: 136ms | tok/sec: 482,563 | mfu: 23.0% | epoch: 3 | remaining: 152s    
step 01104 (49.5%) | loss: 2.772566 | lrm: 1.00 | dt: 136ms | tok/sec: 482,313 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01105 (49.5%) | loss: 2.769596 | lrm: 1.00 | dt: 136ms | tok/sec: 482,735 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01106 (49.6%) | loss: 2.770698 | lrm: 1.00 | dt: 136ms | tok/sec: 482,155 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01107 (49.6%) | loss: 2.771093 | lrm: 1.00 | dt: 136ms | tok/sec: 482,969 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01108 (49.7%) | loss: 2.771379 | lrm: 1.00 | dt: 136ms | tok/sec: 482,230 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01109 (49.7%) | loss: 2.771073 | lrm: 1.00 | dt: 136ms | tok/sec: 482,983 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01110 (49.8%) | loss: 2.772741 | lrm: 1.00 | dt: 136ms | tok/sec: 482,239 | mfu: 23.0% | epoch: 3 | remaining: 151s    
step 01111 (49.8%) | loss: 2.773284 | lrm: 1.00 | dt: 136ms | tok/sec: 483,052 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01112 (49.9%) | loss: 2.772641 | lrm: 1.00 | dt: 136ms | tok/sec: 482,011 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01113 (49.9%) | loss: 2.771882 | lrm: 1.00 | dt: 136ms | tok/sec: 482,827 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01114 (49.9%) | loss: 2.770820 | lrm: 1.00 | dt: 136ms | tok/sec: 482,454 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01115 (50.0%) | loss: 2.772382 | lrm: 1.00 | dt: 136ms | tok/sec: 482,816 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01116 (50.0%) | loss: 2.771686 | lrm: 1.00 | dt: 136ms | tok/sec: 482,159 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01117 (50.1%) | loss: 2.772583 | lrm: 1.00 | dt: 136ms | tok/sec: 482,761 | mfu: 23.0% | epoch: 3 | remaining: 150s    
step 01118 (50.1%) | loss: 2.772340 | lrm: 1.00 | dt: 136ms | tok/sec: 482,115 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01119 (50.2%) | loss: 2.772227 | lrm: 1.00 | dt: 136ms | tok/sec: 482,455 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01120 (50.2%) | loss: 2.772977 | lrm: 1.00 | dt: 136ms | tok/sec: 481,922 | mfu: 22.9% | epoch: 3 | remaining: 149s    
step 01121 (50.3%) | loss: 2.769873 | lrm: 0.99 | dt: 136ms | tok/sec: 482,639 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01122 (50.3%) | loss: 2.769360 | lrm: 0.99 | dt: 136ms | tok/sec: 482,230 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01123 (50.4%) | loss: 2.771247 | lrm: 0.99 | dt: 136ms | tok/sec: 482,721 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01124 (50.4%) | loss: 2.772176 | lrm: 0.99 | dt: 136ms | tok/sec: 482,274 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01125 (50.4%) | loss: 2.771757 | lrm: 0.99 | dt: 136ms | tok/sec: 482,944 | mfu: 23.0% | epoch: 3 | remaining: 149s    
step 01126 (50.5%) | loss: 2.772060 | lrm: 0.99 | dt: 136ms | tok/sec: 481,978 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01127 (50.5%) | loss: 2.773652 | lrm: 0.99 | dt: 136ms | tok/sec: 482,562 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01128 (50.6%) | loss: 2.770394 | lrm: 0.99 | dt: 136ms | tok/sec: 482,336 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01129 (50.6%) | loss: 2.769271 | lrm: 0.99 | dt: 136ms | tok/sec: 482,762 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01130 (50.7%) | loss: 2.768775 | lrm: 0.99 | dt: 136ms | tok/sec: 481,973 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01131 (50.7%) | loss: 2.767464 | lrm: 0.99 | dt: 136ms | tok/sec: 482,706 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01132 (50.8%) | loss: 2.765720 | lrm: 0.98 | dt: 136ms | tok/sec: 482,026 | mfu: 23.0% | epoch: 3 | remaining: 148s    
step 01133 (50.8%) | loss: 2.766197 | lrm: 0.98 | dt: 136ms | tok/sec: 482,904 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01134 (50.9%) | loss: 2.768646 | lrm: 0.98 | dt: 136ms | tok/sec: 482,286 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01135 (50.9%) | loss: 2.769663 | lrm: 0.98 | dt: 136ms | tok/sec: 483,007 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01136 (50.9%) | loss: 2.770178 | lrm: 0.98 | dt: 136ms | tok/sec: 482,008 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01137 (51.0%) | loss: 2.770230 | lrm: 0.98 | dt: 136ms | tok/sec: 482,784 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01138 (51.0%) | loss: 2.771729 | lrm: 0.98 | dt: 136ms | tok/sec: 482,284 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01139 (51.1%) | loss: 2.771573 | lrm: 0.98 | dt: 136ms | tok/sec: 482,622 | mfu: 23.0% | epoch: 3 | remaining: 147s    
step 01140 (51.1%) | loss: 2.771977 | lrm: 0.98 | dt: 136ms | tok/sec: 482,551 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01141 (51.2%) | loss: 2.775478 | lrm: 0.98 | dt: 136ms | tok/sec: 482,713 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01142 (51.2%) | loss: 2.774011 | lrm: 0.98 | dt: 136ms | tok/sec: 482,179 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01143 (51.3%) | loss: 2.773593 | lrm: 0.97 | dt: 136ms | tok/sec: 482,701 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01144 (51.3%) | loss: 2.775034 | lrm: 0.97 | dt: 136ms | tok/sec: 482,113 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01145 (51.4%) | loss: 2.773718 | lrm: 0.97 | dt: 136ms | tok/sec: 482,614 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01146 (51.4%) | loss: 2.771231 | lrm: 0.97 | dt: 136ms | tok/sec: 481,919 | mfu: 22.9% | epoch: 3 | remaining: 146s    
step 01147 (51.4%) | loss: 2.773384 | lrm: 0.97 | dt: 136ms | tok/sec: 482,872 | mfu: 23.0% | epoch: 3 | remaining: 146s    
step 01148 (51.5%) | loss: 2.773043 | lrm: 0.97 | dt: 136ms | tok/sec: 482,063 | mfu: 23.0% | epoch: 3 | remaining: 145s    
step 01149 (51.5%) | loss: 2.773329 | lrm: 0.97 | dt: 136ms | tok/sec: 482,858 | mfu: 23.0% | epoch: 3 | remaining: 145s    
step 01150 (51.6%) | loss: 2.772935 | lrm: 0.97 | dt: 136ms | tok/sec: 481,652 | mfu: 22.9% | epoch: 3 | remaining: 145s    
step 01151 (51.6%) | loss: 2.773670 | lrm: 0.97 | dt: 136ms | tok/sec: 482,871 | mfu: 23.0% | epoch: 3 | remaining: 145s    
step 01152 (51.7%) | loss: 2.773650 | lrm: 0.97 | dt: 136ms | tok/sec: 482,437 | mfu: 23.0% | epoch: 3 | remaining: 145s    
step 01153 (51.7%) | loss: 2.771733 | lrm: 0.97 | dt: 136ms | tok/sec: 482,960 | mfu: 23.0% | epoch: 3 | remaining: 145s    
step 01154 (51.8%) | loss: 2.772548 | lrm: 0.96 | dt: 136ms | tok/sec: 482,118 | mfu: 23.0% | epoch: 3 | remaining: 145s    
step 01155 (51.8%) | loss: 2.770684 | lrm: 0.96 | dt: 136ms | tok/sec: 482,728 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01156 (51.8%) | loss: 2.772865 | lrm: 0.96 | dt: 136ms | tok/sec: 482,375 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01157 (51.9%) | loss: 2.773431 | lrm: 0.96 | dt: 136ms | tok/sec: 482,860 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01158 (51.9%) | loss: 2.775273 | lrm: 0.96 | dt: 136ms | tok/sec: 482,159 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01159 (52.0%) | loss: 2.775378 | lrm: 0.96 | dt: 136ms | tok/sec: 483,046 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01160 (52.0%) | loss: 2.774879 | lrm: 0.96 | dt: 136ms | tok/sec: 482,313 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01161 (52.1%) | loss: 2.773520 | lrm: 0.96 | dt: 136ms | tok/sec: 482,539 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01162 (52.1%) | loss: 2.773536 | lrm: 0.96 | dt: 136ms | tok/sec: 482,189 | mfu: 23.0% | epoch: 3 | remaining: 144s    
step 01163 (52.2%) | loss: 2.771653 | lrm: 0.96 | dt: 136ms | tok/sec: 482,968 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01164 (52.2%) | loss: 2.774462 | lrm: 0.96 | dt: 136ms | tok/sec: 482,077 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01165 (52.3%) | loss: 2.774258 | lrm: 0.95 | dt: 136ms | tok/sec: 482,565 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01166 (52.3%) | loss: 2.774043 | lrm: 0.95 | dt: 136ms | tok/sec: 482,214 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01167 (52.3%) | loss: 2.772786 | lrm: 0.95 | dt: 136ms | tok/sec: 482,764 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01168 (52.4%) | loss: 2.772482 | lrm: 0.95 | dt: 136ms | tok/sec: 482,384 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01169 (52.4%) | loss: 2.769792 | lrm: 0.95 | dt: 136ms | tok/sec: 482,840 | mfu: 23.0% | epoch: 3 | remaining: 143s    
step 01170 (52.5%) | loss: 2.769460 | lrm: 0.95 | dt: 136ms | tok/sec: 482,045 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01171 (52.5%) | loss: 2.767880 | lrm: 0.95 | dt: 136ms | tok/sec: 482,890 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01172 (52.6%) | loss: 2.768803 | lrm: 0.95 | dt: 136ms | tok/sec: 482,460 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01173 (52.6%) | loss: 2.767857 | lrm: 0.95 | dt: 136ms | tok/sec: 482,728 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01174 (52.7%) | loss: 2.766232 | lrm: 0.95 | dt: 136ms | tok/sec: 482,291 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01175 (52.7%) | loss: 2.766118 | lrm: 0.95 | dt: 136ms | tok/sec: 482,596 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01176 (52.8%) | loss: 2.768339 | lrm: 0.94 | dt: 136ms | tok/sec: 482,025 | mfu: 23.0% | epoch: 3 | remaining: 142s    
step 01177 (52.8%) | loss: 2.768167 | lrm: 0.94 | dt: 136ms | tok/sec: 482,679 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01178 (52.8%) | loss: 2.768129 | lrm: 0.94 | dt: 136ms | tok/sec: 482,159 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01179 (52.9%) | loss: 2.769509 | lrm: 0.94 | dt: 136ms | tok/sec: 482,987 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01180 (52.9%) | loss: 2.768449 | lrm: 0.94 | dt: 136ms | tok/sec: 482,233 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01181 (53.0%) | loss: 2.767840 | lrm: 0.94 | dt: 136ms | tok/sec: 482,661 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01182 (53.0%) | loss: 2.767515 | lrm: 0.94 | dt: 136ms | tok/sec: 482,167 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01183 (53.1%) | loss: 2.767416 | lrm: 0.94 | dt: 136ms | tok/sec: 482,848 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01184 (53.1%) | loss: 2.766652 | lrm: 0.94 | dt: 136ms | tok/sec: 482,147 | mfu: 23.0% | epoch: 3 | remaining: 141s    
step 01185 (53.2%) | loss: 2.766258 | lrm: 0.94 | dt: 136ms | tok/sec: 482,462 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01186 (53.2%) | loss: 2.766813 | lrm: 0.94 | dt: 136ms | tok/sec: 482,206 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01187 (53.3%) | loss: 2.767432 | lrm: 0.93 | dt: 136ms | tok/sec: 482,500 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01188 (53.3%) | loss: 2.767360 | lrm: 0.93 | dt: 136ms | tok/sec: 482,346 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01189 (53.3%) | loss: 2.766993 | lrm: 0.93 | dt: 136ms | tok/sec: 483,250 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01190 (53.4%) | loss: 2.767657 | lrm: 0.93 | dt: 136ms | tok/sec: 482,369 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01191 (53.4%) | loss: 2.767923 | lrm: 0.93 | dt: 136ms | tok/sec: 482,940 | mfu: 23.0% | epoch: 3 | remaining: 140s    
step 01192 (53.5%) | loss: 2.769493 | lrm: 0.93 | dt: 136ms | tok/sec: 482,508 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01193 (53.5%) | loss: 2.769384 | lrm: 0.93 | dt: 136ms | tok/sec: 482,934 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01194 (53.6%) | loss: 2.771625 | lrm: 0.93 | dt: 136ms | tok/sec: 482,136 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01195 (53.6%) | loss: 2.771829 | lrm: 0.93 | dt: 136ms | tok/sec: 482,478 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01196 (53.7%) | loss: 2.773916 | lrm: 0.93 | dt: 136ms | tok/sec: 482,130 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01197 (53.7%) | loss: 2.772384 | lrm: 0.93 | dt: 136ms | tok/sec: 482,955 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01198 (53.8%) | loss: 2.770916 | lrm: 0.92 | dt: 136ms | tok/sec: 482,166 | mfu: 23.0% | epoch: 3 | remaining: 139s    
step 01199 (53.8%) | loss: 2.767426 | lrm: 0.92 | dt: 136ms | tok/sec: 482,348 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01200 (53.8%) | loss: 2.768320 | lrm: 0.92 | dt: 136ms | tok/sec: 482,148 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01201 (53.9%) | loss: 2.770149 | lrm: 0.92 | dt: 136ms | tok/sec: 482,877 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01202 (53.9%) | loss: 2.772670 | lrm: 0.92 | dt: 136ms | tok/sec: 482,474 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01203 (54.0%) | loss: 2.773366 | lrm: 0.92 | dt: 136ms | tok/sec: 482,793 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01204 (54.0%) | loss: 2.772044 | lrm: 0.92 | dt: 136ms | tok/sec: 482,227 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01205 (54.1%) | loss: 2.772169 | lrm: 0.92 | dt: 136ms | tok/sec: 482,661 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01206 (54.1%) | loss: 2.772732 | lrm: 0.92 | dt: 136ms | tok/sec: 482,140 | mfu: 23.0% | epoch: 3 | remaining: 138s    
step 01207 (54.2%) | loss: 2.769976 | lrm: 0.92 | dt: 136ms | tok/sec: 482,738 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01208 (54.2%) | loss: 2.769413 | lrm: 0.92 | dt: 136ms | tok/sec: 482,076 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01209 (54.2%) | loss: 2.767792 | lrm: 0.92 | dt: 136ms | tok/sec: 482,667 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01210 (54.3%) | loss: 2.767517 | lrm: 0.91 | dt: 136ms | tok/sec: 481,981 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01211 (54.3%) | loss: 2.766698 | lrm: 0.91 | dt: 136ms | tok/sec: 482,498 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01212 (54.4%) | loss: 2.765870 | lrm: 0.91 | dt: 136ms | tok/sec: 482,249 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01213 (54.4%) | loss: 2.767111 | lrm: 0.91 | dt: 136ms | tok/sec: 482,746 | mfu: 23.0% | epoch: 3 | remaining: 137s    
step 01214 (54.5%) | loss: 2.768708 | lrm: 0.91 | dt: 136ms | tok/sec: 482,251 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01215 (54.5%) | loss: 2.767713 | lrm: 0.91 | dt: 136ms | tok/sec: 482,907 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01216 (54.6%) | loss: 2.768017 | lrm: 0.91 | dt: 136ms | tok/sec: 482,221 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01217 (54.6%) | loss: 2.768167 | lrm: 0.91 | dt: 136ms | tok/sec: 482,698 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01218 (54.7%) | loss: 2.768121 | lrm: 0.91 | dt: 136ms | tok/sec: 482,063 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01219 (54.7%) | loss: 2.767293 | lrm: 0.91 | dt: 136ms | tok/sec: 482,656 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01220 (54.7%) | loss: 2.770956 | lrm: 0.91 | dt: 136ms | tok/sec: 482,162 | mfu: 23.0% | epoch: 3 | remaining: 136s    
step 01221 (54.8%) | loss: 2.770599 | lrm: 0.90 | dt: 136ms | tok/sec: 482,747 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01222 (54.8%) | loss: 2.771492 | lrm: 0.90 | dt: 136ms | tok/sec: 482,280 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01223 (54.9%) | loss: 2.772461 | lrm: 0.90 | dt: 136ms | tok/sec: 482,627 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01224 (54.9%) | loss: 2.772860 | lrm: 0.90 | dt: 136ms | tok/sec: 482,056 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01225 (55.0%) | loss: 2.773439 | lrm: 0.90 | dt: 136ms | tok/sec: 482,605 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01226 (55.0%) | loss: 2.770767 | lrm: 0.90 | dt: 136ms | tok/sec: 482,181 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01227 (55.1%) | loss: 2.769987 | lrm: 0.90 | dt: 136ms | tok/sec: 482,694 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01228 (55.1%) | loss: 2.767446 | lrm: 0.90 | dt: 136ms | tok/sec: 482,099 | mfu: 23.0% | epoch: 3 | remaining: 135s    
step 01229 (55.2%) | loss: 2.767684 | lrm: 0.90 | dt: 136ms | tok/sec: 482,595 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01230 (55.2%) | loss: 2.767307 | lrm: 0.90 | dt: 136ms | tok/sec: 482,275 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01231 (55.2%) | loss: 2.767236 | lrm: 0.90 | dt: 136ms | tok/sec: 482,658 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01232 (55.3%) | loss: 2.767534 | lrm: 0.89 | dt: 136ms | tok/sec: 482,422 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01233 (55.3%) | loss: 2.767953 | lrm: 0.89 | dt: 136ms | tok/sec: 482,798 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01234 (55.4%) | loss: 2.766229 | lrm: 0.89 | dt: 136ms | tok/sec: 482,233 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01235 (55.4%) | loss: 2.767053 | lrm: 0.89 | dt: 136ms | tok/sec: 482,792 | mfu: 23.0% | epoch: 3 | remaining: 134s    
step 01236 (55.5%) | loss: 2.767412 | lrm: 0.89 | dt: 136ms | tok/sec: 482,099 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01237 (55.5%) | loss: 2.765447 | lrm: 0.89 | dt: 136ms | tok/sec: 482,745 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01238 (55.6%) | loss: 2.765286 | lrm: 0.89 | dt: 136ms | tok/sec: 482,321 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01239 (55.6%) | loss: 2.765010 | lrm: 0.89 | dt: 136ms | tok/sec: 482,897 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01240 (55.7%) | loss: 2.765675 | lrm: 0.89 | dt: 136ms | tok/sec: 482,506 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01241 (55.7%) | loss: 2.765179 | lrm: 0.89 | dt: 136ms | tok/sec: 483,073 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01242 (55.7%) | loss: 2.765442 | lrm: 0.89 | dt: 136ms | tok/sec: 482,268 | mfu: 23.0% | epoch: 3 | remaining: 133s    
step 01243 (55.8%) | loss: 2.765378 | lrm: 0.88 | dt: 136ms | tok/sec: 482,745 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01244 (55.8%) | loss: 2.765088 | lrm: 0.88 | dt: 136ms | tok/sec: 482,214 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01245 (55.9%) | loss: 2.766432 | lrm: 0.88 | dt: 136ms | tok/sec: 482,777 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01246 (55.9%) | loss: 2.766987 | lrm: 0.88 | dt: 136ms | tok/sec: 482,280 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01247 (56.0%) | loss: 2.768894 | lrm: 0.88 | dt: 136ms | tok/sec: 482,688 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01248 (56.0%) | loss: 2.770361 | lrm: 0.88 | dt: 136ms | tok/sec: 481,965 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01249 (56.1%) | loss: 2.770909 | lrm: 0.88 | dt: 136ms | tok/sec: 482,638 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01250 (56.1%) | loss: 2.772032 | lrm: 0.88 | dt: 136ms | tok/sec: 482,006 | mfu: 23.0% | epoch: 3 | remaining: 132s    
step 01251 (56.2%) | loss: 2.770566 | lrm: 0.88 | dt: 136ms | tok/sec: 482,654 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01252 (56.2%) | loss: 2.769770 | lrm: 0.88 | dt: 136ms | tok/sec: 482,109 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01253 (56.2%) | loss: 2.770164 | lrm: 0.88 | dt: 136ms | tok/sec: 482,751 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01254 (56.3%) | loss: 2.771524 | lrm: 0.87 | dt: 136ms | tok/sec: 482,379 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01255 (56.3%) | loss: 2.772449 | lrm: 0.87 | dt: 136ms | tok/sec: 482,742 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01256 (56.4%) | loss: 2.766874 | lrm: 0.87 | dt: 136ms | tok/sec: 482,000 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01257 (56.4%) | loss: 2.767093 | lrm: 0.87 | dt: 136ms | tok/sec: 482,641 | mfu: 23.0% | epoch: 3 | remaining: 131s    
step 01258 (56.5%) | loss: 2.766505 | lrm: 0.87 | dt: 136ms | tok/sec: 482,193 | mfu: 23.0% | epoch: 3 | remaining: 130s    
step 01259 (56.5%) | loss: 2.768278 | lrm: 0.87 | dt: 136ms | tok/sec: 482,789 | mfu: 23.0% | epoch: 3 | remaining: 130s    
step 01260 (56.6%) | loss: 2.767705 | lrm: 0.87 | dt: 136ms | tok/sec: 482,185 | mfu: 23.0% | epoch: 3 | remaining: 130s    
step 01261 (56.6%) | loss: 2.768693 | lrm: 0.87 | dt: 136ms | tok/sec: 483,120 | mfu: 23.0% | epoch: 3 | remaining: 130s    
step 01262 (56.6%) | loss: 2.768032 | lrm: 0.87 | dt: 136ms | tok/sec: 482,012 | mfu: 23.0% | epoch: 3 | remaining: 130s    
step 01263 (56.7%) | loss: 2.766276 | lrm: 0.87 | dt: 136ms | tok/sec: 482,467 | mfu: 23.0% | epoch: 3 | remaining: 130s    
